"id","subject","predicate","object","language","datatype"
"57","http://vocab.org/vann/.html","http://purl.org/dc/elements/1.1/format","text/html","",""
"58","http://purl.org/vocab/vann/usageNote","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://purl.org/vocab/vann/","",""
"59","http://purl.org/vocab/vann/example","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://purl.org/vocab/vann/","",""
"60","http://purl.org/vocab/vann/changes","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#AnnotationProperty","",""
"61","http://purl.org/vocab/vann/preferredNamespaceUri","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#AnnotationProperty","",""
"62","http://vocab.org/vann/.rdf","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://xmlns.com/foaf/0.1/Document","",""
"63","file:///var/www/vocab.org/www/htdocs/vann/","http://web.resource.org/cc/license","http://creativecommons.org/licenses/by/1.0/","",""
"64","http://creativecommons.org/licenses/by/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://web.resource.org/cc/License","",""
"65","http://vocab.org/vann/.json","http://purl.org/dc/elements/1.1/format","application/json","",""
"66","http://creativecommons.org/licenses/by/1.0/","http://web.resource.org/cc/permits","http://web.resource.org/cc/Distribution","",""
"67","http://purl.org/vocab/vann/changes","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2000/01/rdf-schema#seeAlso","",""
"68","http://purl.org/vocab/vann/preferredNamespacePrefix","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://purl.org/vocab/vann/","",""
