"id","subject","predicate","object","language","datatype"
"43","http://xmlns.com/foaf/0.1/accountServiceHomepage","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","testing","",""
"44","http://xmlns.com/foaf/0.1/mbox","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"45","http://xmlns.com/foaf/0.1/plan","http://www.w3.org/2000/01/rdf-schema#comment","A .plan comment, in the tradition of finger and '.plan' files.","",""
"46","http://xmlns.com/foaf/0.1/givenName","http://www.w3.org/2000/01/rdf-schema#comment","The given name of some person.","",""
"47","http://xmlns.com/foaf/0.1/status","http://www.w3.org/2000/01/rdf-schema#label","status","",""
"48","http://xmlns.com/foaf/0.1/workInfoHomepage","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"49","http://xmlns.com/foaf/0.1/dnaChecksum","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2000/01/rdf-schema#Literal","",""
"50","http://xmlns.com/foaf/0.1/Person","http://www.w3.org/2002/07/owl#equivalentClass","http://schema.org/Person","",""
"51","http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://www.w3.org/2000/01/rdf-schema#label","is primary topic of","",""
"52","http://xmlns.com/foaf/0.1/OnlineChatAccount","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"53","http://xmlns.com/foaf/0.1/accountServiceHomepage","http://www.w3.org/2000/01/rdf-schema#range","http://xmlns.com/foaf/0.1/Document","",""
"54","http://xmlns.com/foaf/0.1/family_name","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"55","http://xmlns.com/foaf/0.1/holdsAccount","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"56","http://xmlns.com/foaf/0.1/workplaceHomepage","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"57","http://xmlns.com/foaf/0.1/Project","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"58","http://xmlns.com/foaf/0.1/openid","http://www.w3.org/2000/01/rdf-schema#comment","An OpenID for an Agent.","",""
"59","http://xmlns.com/foaf/0.1/Image","http://www.w3.org/2000/01/rdf-schema#subClassOf","http://xmlns.com/foaf/0.1/Document","",""
"60","http://xmlns.com/foaf/0.1/tipjar","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"61","http://xmlns.com/foaf/0.1/page","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","stable","",""
"62","http://xmlns.com/foaf/0.1/Person","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2000/01/rdf-schema#Class","",""
"63","http://xmlns.com/foaf/0.1/familyName","http://www.w3.org/2000/01/rdf-schema#label","familyName","",""
